"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency"
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","27968616-adf3-45ac-9277-2750fe1d896f","DsiADC01 (27968616-adf3-45ac-9277-2750fe1d896f)","fortiadc-rg","fortiadcprd01-datadisk_0","Disk","2025-06-29T13:42:33.4808778Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxplog1.azure.forem.be_osdisk","Disk","2025-06-30T10:02:33.4218620Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpbimatch","vwpbimatched01","Virtual machine","2025-06-29T22:57:54.9458229Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh20","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzhttp2.dmz.azure.forem.be","Virtual machine","2025-06-29T22:58:43.3485501Z","Enhanced resilience to platform faults and updates.","",""
"Security","High","EDR solution should be installed on Virtual Machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzphp1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:17:33.9557663Z","Prevent potential security breaches","",""
"Reliability","High","Use Availability zones for better resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpntp1.azure.forem.be","Virtual machine","2025-06-30T06:04:37.9486867Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8410397Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpntp2.azure.forem.be","Virtual machine","2025-06-29T22:58:16.5985941Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Ensure backend pools contain at least two instances","27968616-adf3-45ac-9277-2750fe1d896f","DsiADC01 (27968616-adf3-45ac-9277-2750fe1d896f)","fortiadc-rg","svafortiadclb01","Load balancer","2025-06-30T05:00:03.4268469Z","Enhanced reliability and scalability","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","27968616-adf3-45ac-9277-2750fe1d896f","DsiADC01 (27968616-adf3-45ac-9277-2750fe1d896f)","fortiadc-rg","fortiadcprd01-osdisk","Disk","2025-06-29T13:42:33.4808778Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh15","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxplog2.azure.forem.be","Virtual machine","2025-06-30T04:58:51.3385239Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgppcaleforembe","lxrzphp1.dmz.azure.forem.be_osdisk","Disk","2025-06-29T14:09:06.8713459Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Ensure backend pools contain at least two instances","27968616-adf3-45ac-9277-2750fe1d896f","DsiADC01 (27968616-adf3-45ac-9277-2750fe1d896f)","fortiadc-rg","svpfortiadclb01","Load balancer","2025-06-30T05:00:03.4268469Z","Enhanced reliability and scalability","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns2r.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpntp2.azure.forem.be","Virtual machine","2025-06-30T05:11:11.6661184Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpidm3.azure.forem.be","Virtual machine","2025-06-30T05:11:11.6661184Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxplog1.azure.forem.be_nic","Network interface","2025-06-30T04:58:33.7963138Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be","Virtual machine","2025-06-30T06:03:25.2203745Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1a.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be_osdisk","Disk","2025-06-29T12:07:52.7685476Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpntp1.azure.forem.be_osdisk","Disk","2025-06-30T10:02:33.4218620Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh46nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpeasyop","svpeasyopst","Storage Account","2025-06-29T17:10:09.6655629Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpeasyop","svpeasyop01","Storage Account","2025-06-29T17:10:09.6655629Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpidm1.redhat.azure.forem.be478_z1","Network interface","2025-06-29T16:51:00.0914272Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh14nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Security","High","SQL databases should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpose","svpose","SQL server","2025-06-30T05:13:36.5853764Z","Prevent potential security breaches","",""
"Reliability","High","Enable zone redundancy for Azure SQL Database to achieve high availability and resiliency.","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpose","ose","SQL database","2025-06-30T05:35:17.7266120Z","Enabling zone redundancy ensures Azure SQL Database is resilient to zonal hardware and software failures and the recovery is transparent to applications.","",""
"Security","Medium","Azure SQL Database should have Azure Active Directory Only Authentication enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpose","svpose","SQL server","2025-06-30T05:18:19.9024236Z","Prevent potential security breaches","",""
"Reliability","Medium","Enable Cross Region Restore for your recovery Services Vault","f7c221a0-aa12-4c93-a43e-e9bb09d9104b","CspDev01 (f7c221a0-aa12-4c93-a43e-e9bb09d9104b)","cspdev01-vault-rg","cspdev01-vault","Recovery Services vault","2025-06-30T05:00:57.4456375Z","As one of the restore options, Cross Region Restore (CRR) allows you to restore Azure VMs in a secondary region, which is an Azure paired region.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpoutilsddi","lxpsonarqube1.azure.forem.be","Virtual machine","2025-06-30T05:09:36.7233681Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpsmtp2.azure.forem.be","Virtual machine","2025-06-30T04:58:52.0835286Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpoutilsddi","lxpmodpostgresql1.azure.forem.be","Virtual machine","2025-06-30T05:37:31.6063052Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgdwvd","vwdwvdsh4","Virtual machine","2025-06-29T22:56:48.4046522Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxplog2.azure.forem.be_osdisk","Disk","2025-06-30T10:02:33.4218620Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgdwvd","vwdawvdsh1","Virtual machine","2025-06-30T05:12:19.5652408Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpoutilsddi","lxpdependencytrack1.azure.forem.be_nic","Network interface","2025-06-30T04:58:02.6751428Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp7","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxplog2.azure.forem.be_nic","Network interface","2025-06-30T04:58:33.7963138Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgdwvd","vwdwvdsh5nic0","Network interface","2025-06-30T05:04:28.3494119Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgppcaleforembe","lxrsmzmariadb1.azure.forem.be","Virtual machine","2025-06-30T04:58:32.9096631Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpibefehuy","lxpibefehuy1","Virtual machine","2025-06-30T05:02:14.6244513Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgplinuxcore","lxpsmtp2.azure.forem.be_nic","Network interface","2025-06-30T04:58:33.7963138Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh34","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgpoutilsddi","lxpmodpostgresql1.azure.forem.be","Virtual machine","2025-06-30T05:09:36.7233681Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgaatlassian","lxaconfluence1.azure.forem.be","Virtual machine","2025-06-30T05:18:01.0530250Z","Guaranteed compute capacity in constrained region or zone.","",""
